state,district,latitude,longitude,water_bodies_count,coastal_exposure,pre_monsoon_water_table_m_bgl,post_monsoon_water_table_m_bgl,seasonal_rise_m,monsoon_rainfall_mm,river_proximity_km,urban_drainage_stress,wetland_buffer_index,rainfall_scenario,flood_risk_score,state_dummy,latitude_dummy,longitude_dummy,coastal_exposure_dummy,pre_monsoon_water_table_m_bgl_dummy,post_monsoon_water_table_m_bgl_dummy,seasonal_rise_m_dummy,monsoon_rainfall_mm_dummy,river_proximity_km_dummy,urban_drainage_stress_dummy,wetland_buffer_index_dummy
Odisha,Kendrapara,20.60793,86.51046,103423,1,6.65,5.02,1.6300000000000008,120.0,7.87,0.954,0.382,rain,50.06,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.4099,86.35205,114288,1,7.74,5.14,2.6000000000000005,120.0,1.18,0.682,0.545,rain,56.06,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.47019,86.58345,110972,1,5.41,3.68,1.73,120.0,13.06,0.98,0.716,rain,54.5,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.54201,86.31463,91343,1,4.11,3.05,1.0600000000000005,120.0,10.02,0.347,0.237,rain,39.55,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.39247,86.43814,99104,1,8.18,6.32,1.8599999999999994,120.0,0.34,0.857,0.784,rain,53.97,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.59787,86.50118,92711,1,1.12,0.2,0.9200000000000002,120.0,10.01,0.67,0.48,rain,42.25,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.40383,86.14377,108658,1,3.37,1.26,2.1100000000000003,120.0,5.04,0.919,0.546,rain,53.02,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.57876,86.32355,109067,1,2.16,0.2,1.9600000000000002,126.1,14.7,0.315,0.201,rain,46.55,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.39094,86.50838,113115,1,4.27,2.24,2.0299999999999994,120.0,7.63,0.408,0.76,rain,47.79,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.51576,86.51781,111461,1,4.71,2.74,1.9699999999999998,120.0,12.05,0.703,0.648,rain,48.41,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.59456,86.53131,94568,1,1.22,0.2,1.02,120.0,12.03,0.788,0.272,rain,43.88,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.39029,86.35961,107822,1,3.14,1.11,2.0300000000000002,120.0,7.49,0.884,0.477,rain,53.18,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.56925,86.31095,104564,1,5.81,3.87,1.9399999999999995,120.0,11.68,0.572,0.63,rain,47.59,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.50036,86.44151,102878,1,1.01,0.2,0.81,120.0,12.02,0.867,0.854,rain,46.78,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.44847,86.28099,104473,1,5.75,4.04,1.71,120.0,10.18,0.419,0.43,rain,47.18,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.60609,86.4308,94905,1,5.53,4.43,1.1000000000000005,120.0,0.36,0.592,0.207,rain,46.44,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendrapara,20.44523,86.47932,95533,1,4.31,1.74,2.5699999999999994,120.0,7.56,0.821,0.403,rain,48.79,Odisha,20.5,86.42,1,3.48,2.42,1.06,1262.7,15.1,0.885,0.673
Odisha,Kendujhar,21.79341,85.55246,108146,0,7.7,6.17,1.5300000000000002,120.0,0.94,0.937,0.55,rain,41.21,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.40007,85.59077,82975,0,6.02,3.25,2.7699999999999996,120.0,11.15,0.835,0.623,rain,37.59,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.35383,85.65305,82379,0,3.04,1.11,1.93,120.0,1.64,0.37,0.853,rain,30.82,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.6102,85.38135,86291,0,2.91,2.15,0.7600000000000002,120.0,4.2,0.534,0.834,rain,30.24,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.68801,85.71879,90106,0,5.37,4.29,1.08,120.0,1.83,0.403,0.684,rain,32.53,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.60848,85.52958,104206,0,8.11,6.62,1.4899999999999993,120.0,3.13,0.371,0.468,rain,36.05,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.61046,85.64932,87833,0,8.08,6.03,2.05,120.0,6.71,0.739,0.335,rain,39.42,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.64833,85.65593,89534,0,8.27,7.47,0.7999999999999998,120.0,5.55,0.685,0.712,rain,34.09,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.79792,85.73108,84963,0,1.68,0.2,1.48,120.0,10.52,0.876,0.504,rain,32.95,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.50031,85.5547,101628,0,8.9,6.06,2.8400000000000007,120.0,7.49,0.758,0.633,rain,41.84,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.61313,85.56913,77211,0,5.42,4.15,1.2699999999999996,120.0,11.2,0.854,0.14,rain,31.36,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.66904,85.63872,73993,0,4.52,3.83,0.6899999999999995,120.0,15.46,0.305,0.754,rain,25.45,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.85324,85.45504,94420,0,1.82,0.23,1.59,120.0,8.56,0.635,0.578,rain,36.82,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.61513,85.42926,80291,0,3.17,0.92,2.25,120.0,13.41,0.851,0.319,rain,38.59,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.47693,85.60394,108029,0,5.26,3.5,1.7599999999999998,120.0,8.43,0.833,0.119,rain,39.63,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.55262,85.61453,91740,0,3.97,2.86,1.1100000000000003,120.0,4.34,0.383,0.689,rain,32.49,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.64482,85.51503,95764,0,8.87,7.9,0.9699999999999989,120.0,2.22,0.523,0.147,rain,34.48,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.38743,85.67092,93722,0,2.96,2.01,0.9500000000000002,120.0,14.42,0.808,0.738,rain,31.38,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.47016,85.45013,85210,0,2.39,0.51,1.8800000000000001,128.2,13.69,0.587,0.223,rain,32.64,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.61239,85.88071,81229,0,4.7,2.71,1.9900000000000002,120.0,9.69,0.828,0.239,rain,39.21,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.67139,85.49648,93721,0,7.3,5.38,1.92,120.0,11.7,0.775,0.778,rain,35.97,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Kendujhar,21.60663,85.42226,83953,0,8.18,6.47,1.71,120.0,10.9,0.781,0.583,rain,34.72,Odisha,21.63,85.58,0,3.37,0.54,2.83,1657.5,11.53,0.559,0.335
Odisha,Khordha,20.10008,85.57913,101922,0,7.21,5.96,1.25,120.0,1.54,0.831,0.85,rain,36.25,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.22639,85.59254,97426,0,8.43,6.88,1.5499999999999998,120.0,7.43,0.912,0.383,rain,37.69,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.22573,85.56056,104421,0,8.87,6.32,2.549999999999999,120.0,2.28,0.707,0.803,rain,39.6,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.15592,85.75046,91603,0,8.64,5.87,2.7700000000000005,120.0,10.2,0.448,0.607,rain,37.27,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.17345,85.73903,69879,0,5.69,4.96,0.7300000000000004,120.0,3.33,0.841,0.864,rain,25.73,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.03764,85.4921,81590,0,2.91,1.91,1.0000000000000002,120.0,5.88,0.893,0.846,rain,28.43,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.03796,85.6408,94411,0,5.94,3.97,1.9700000000000002,120.0,3.17,0.956,0.243,rain,40.46,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.20365,85.40765,96072,0,7.63,6.01,1.62,120.0,14.35,0.89,0.812,rain,35.26,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.29355,85.6399,91820,0,6.6,5.23,1.3699999999999992,120.0,3.72,0.807,0.58,rain,32.13,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.26808,85.70245,94823,0,6.67,4.37,2.3,120.0,1.15,0.872,0.165,rain,40.97,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.31183,85.89009,86523,0,8.9,7.19,1.71,120.0,10.63,0.98,0.823,rain,34.95,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.17591,85.48601,80003,0,8.18,6.82,1.3599999999999994,120.0,1.95,0.502,0.686,rain,31.82,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,19.98711,85.72094,77028,0,8.45,7.66,0.7899999999999991,120.0,2.82,0.476,0.402,rain,28.99,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.24142,85.81352,96639,0,4.76,2.16,2.5999999999999996,120.0,8.52,0.639,0.382,rain,39.23,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.24871,85.75296,83520,0,4.37,2.43,1.94,120.0,8.12,0.756,0.262,rain,35.63,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.20521,85.47539,90343,0,7.52,6.57,0.9499999999999993,120.0,3.88,0.633,0.659,rain,31.89,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.04749,85.62704,82810,0,2.53,1.58,0.9499999999999997,120.0,6.85,0.713,0.158,rain,31.88,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.06229,85.67924,90454,0,6.95,3.79,3.16,120.0,14.0,0.578,0.209,rain,38.37,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.19032,85.63603,98407,0,5.51,2.49,3.0199999999999996,120.0,12.28,0.705,0.592,rain,40.88,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.33395,85.57575,91366,0,7.57,6.1,1.4700000000000006,120.0,14.93,0.791,0.65,rain,32.42,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.0714,85.5119,83468,0,8.28,7.2,1.0799999999999992,120.0,12.38,0.754,0.217,rain,31.77,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Khordha,20.2689,85.48246,83201,0,2.61,1.07,1.5399999999999998,120.0,0.21,0.793,0.662,rain,39.08,Odisha,20.18,85.62,0,2.11,0.2,1.91,1376.5,3.4,0.457,0.578
Odisha,Koraput,18.7582,82.95393,91818,0,2.75,1.06,1.69,120.0,9.99,0.412,0.711,rain,32.81,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.70285,82.568,96366,0,8.88,6.08,2.8000000000000007,120.0,1.46,0.84,0.661,rain,42.55,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,19.07912,82.74563,82619,0,2.87,0.43,2.44,137.7,11.78,0.98,0.719,rain,38.58,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.88027,82.93639,87202,0,6.2,3.21,2.99,120.0,6.75,0.695,0.26,rain,38.68,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.86484,82.59263,112413,0,3.74,2.93,0.81,120.0,2.57,0.368,0.46,rain,40.69,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.79,82.87238,89315,0,2.56,0.2,2.36,120.0,5.13,0.817,0.386,rain,38.04,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.75059,82.69412,86719,0,3.26,1.01,2.25,120.0,6.3,0.396,0.621,rain,36.6,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.94344,82.49034,83061,0,7.96,5.51,2.45,120.0,15.54,0.505,0.511,rain,34.08,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.88172,82.84569,95033,0,7.25,4.27,2.9800000000000004,127.8,1.43,0.544,0.726,rain,41.02,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.83319,82.50915,88778,0,5.55,4.45,1.0999999999999996,120.0,12.43,0.935,0.499,rain,36.09,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.8346,82.65275,101230,0,7.44,5.38,2.0600000000000005,120.0,2.82,0.677,0.717,rain,39.81,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.762,82.74617,85704,0,6.94,4.48,2.46,120.0,14.96,0.655,0.495,rain,39.3,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.90361,82.78382,84475,0,3.55,2.83,0.7199999999999998,120.0,0.48,0.904,0.711,rain,33.26,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.6913,82.68385,82077,0,7.06,4.65,2.4099999999999993,120.0,6.33,0.571,0.721,rain,35.15,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.94029,83.01724,96366,0,7.8,5.46,2.34,120.0,6.22,0.648,0.563,rain,38.98,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.68423,82.73881,88191,0,1.89,1.06,0.8299999999999998,120.0,0.1,0.437,0.257,rain,35.22,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.72578,82.66573,104675,0,3.06,1.64,1.4200000000000002,120.0,8.01,0.796,0.555,rain,39.27,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.63576,82.84329,82141,0,1.54,0.2,1.34,120.0,15.2,0.615,0.555,rain,32.58,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.72612,82.65089,91329,0,7.74,6.71,1.0300000000000002,120.0,7.85,0.553,0.788,rain,32.21,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.7966,82.65262,94696,0,5.98,4.07,1.9100000000000001,120.0,15.38,0.572,0.457,rain,35.0,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.95447,82.58354,89548,0,2.56,0.49,2.0700000000000003,120.0,8.14,0.517,0.396,rain,36.79,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Koraput,18.80681,82.66484,83033,0,6.82,5.58,1.2400000000000002,120.0,0.61,0.527,0.378,rain,29.95,Odisha,18.81,82.71,0,2.71,0.2,2.51,1639.9,11.57,0.547,0.616
Odisha,Malkangiri,18.26712,82.03171,88051,0,7.48,5.07,2.41,120.0,12.2,0.538,0.621,rain,35.91,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,17.96787,81.95417,89392,0,6.27,3.71,2.5599999999999996,120.0,11.28,0.686,0.788,rain,37.73,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.15655,81.85604,90349,0,6.0,4.77,1.2300000000000004,120.0,1.36,0.534,0.486,rain,35.65,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.46707,81.96997,81415,0,5.64,3.92,1.7199999999999998,120.0,1.34,0.793,0.277,rain,36.22,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.53649,81.81901,81384,0,6.15,4.69,1.46,120.0,14.0,0.484,0.567,rain,29.41,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.32211,81.84558,89997,0,2.74,1.46,1.2800000000000002,120.0,2.81,0.98,0.82,rain,34.25,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.42031,81.88119,93296,0,6.59,4.43,2.16,128.0,4.73,0.772,0.116,rain,37.26,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.37552,81.82421,96857,0,5.58,4.05,1.5300000000000002,120.0,7.25,0.848,0.291,rain,36.59,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.38044,81.85515,86766,0,3.13,2.14,0.9899999999999998,120.0,11.71,0.838,0.574,rain,35.08,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.20509,81.90209,79992,0,3.68,2.75,0.9300000000000002,120.0,14.63,0.621,0.394,rain,30.11,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.58335,81.94369,103027,0,6.06,3.38,2.6799999999999997,120.0,0.49,0.98,0.679,rain,49.79,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.31864,81.96749,90225,0,4.23,1.77,2.4600000000000004,120.0,1.96,0.738,0.216,rain,44.41,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.39408,81.92152,93653,0,4.84,2.24,2.5999999999999996,120.0,12.27,0.44,0.348,rain,38.51,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.41091,82.08013,82251,0,4.93,3.56,1.3699999999999997,120.0,14.49,0.488,0.193,rain,31.58,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.57876,81.81988,90056,0,7.27,5.38,1.8899999999999997,120.0,12.34,0.564,0.429,rain,35.86,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.26823,81.82173,82086,0,3.03,0.2,2.8299999999999996,120.0,10.14,0.758,0.304,rain,38.42,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.30085,82.07513,90430,0,8.59,5.95,2.6399999999999997,120.0,8.2,0.587,0.109,rain,37.18,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.34186,81.99027,83145,0,8.31,5.52,2.790000000000001,123.1,12.2,0.949,0.523,rain,38.96,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.49792,81.71704,85809,0,3.5,1.01,2.49,120.0,9.75,0.615,0.663,rain,35.36,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.16624,82.051,92801,0,5.54,3.53,2.0100000000000002,120.0,6.34,0.323,0.813,rain,35.09,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.29542,81.96624,97449,0,2.3,0.2,2.0999999999999996,120.0,13.59,0.771,0.437,rain,39.91,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Malkangiri,18.48762,82.03759,79454,0,2.78,1.8,0.9799999999999998,120.0,5.56,0.894,0.62,rain,30.77,Odisha,18.35,81.89,0,5.72,3.66,2.06,1053.5,6.77,0.27,0.51
Odisha,Mayurbhanj,21.74713,86.63108,99250,0,2.33,0.2,2.13,120.0,8.95,0.647,0.746,rain,41.7,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.751,86.67645,89896,0,3.48,2.38,1.1,120.0,11.68,0.803,0.237,rain,36.28,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.91659,86.78758,82596,0,4.88,3.89,0.9899999999999998,120.0,8.19,0.453,0.448,rain,29.94,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.64663,86.79408,89126,0,4.25,1.44,2.81,120.0,2.29,0.519,0.297,rain,41.17,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.92559,86.64172,85718,0,6.82,4.19,2.63,132.3,3.92,0.79,0.37,rain,39.22,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.01731,86.80152,83802,0,7.92,5.53,2.3899999999999997,120.0,2.77,0.306,0.715,rain,35.03,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.89535,86.76302,91361,0,3.04,0.2,2.84,120.0,14.8,0.476,0.474,rain,39.74,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.98959,86.88041,96874,0,3.55,2.73,0.8199999999999998,120.0,12.32,0.647,0.333,rain,32.26,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.9183,86.82328,87081,0,2.14,0.2,1.9400000000000002,120.0,2.63,0.902,0.366,rain,37.33,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.84221,86.97014,95499,0,2.4,1.06,1.3399999999999999,120.0,1.95,0.478,0.785,rain,34.42,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.00765,86.67292,83968,0,3.92,1.99,1.93,120.0,0.45,0.652,0.619,rain,33.91,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.0612,86.87272,86007,0,8.88,7.99,0.8900000000000006,120.0,2.19,0.622,0.33,rain,30.57,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.70578,86.51903,87395,0,2.78,0.2,2.5799999999999996,120.0,9.34,0.338,0.754,rain,35.09,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.96711,86.70512,101734,0,6.15,4.06,2.0900000000000007,120.0,0.84,0.33,0.5,rain,41.33,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.99034,86.52428,66651,0,6.68,4.86,1.8199999999999994,120.0,3.56,0.366,0.433,rain,29.04,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.01728,86.82167,90230,0,5.55,3.47,2.0799999999999996,120.0,0.13,0.773,0.638,rain,43.94,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.08174,86.57253,97142,0,2.63,1.16,1.47,120.0,12.27,0.436,0.12,rain,38.13,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.64093,86.75988,90786,0,8.58,7.09,1.4900000000000002,120.0,3.43,0.715,0.401,rain,31.63,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,21.73692,86.69316,91458,0,5.82,3.9,1.9200000000000004,120.0,6.42,0.823,0.798,rain,36.05,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
Odisha,Mayurbhanj,22.04134,86.59487,89465,0,6.97,4.9,2.0699999999999994,120.0,8.97,0.52,0.11,rain,36.38,Odisha,21.94,86.73,0,3.84,2.99,0.85,1070.0,9.48,0.361,0.851
