state,district,latitude,longitude,water_bodies_count,coastal_exposure,pre_monsoon_water_table_m_bgl,post_monsoon_water_table_m_bgl,seasonal_rise_m,monsoon_rainfall_mm,river_proximity_km,urban_drainage_stress,wetland_buffer_index,rainfall_scenario,flood_risk_score
Odisha,Mayurbhanj,21.9405,86.48527,83738,0,6.22,3.61,2.61,120,1.62,0.719,0.19,normal,44.32
Odisha,Mayurbhanj,21.88486,86.76355,95057,0,6.11,4.61,1.5,120,15.79,0.48,0.433,normal,33.23
Odisha,Mayurbhanj,22.04163,86.72181,92081,0,2.25,0.63,1.62,120,12.42,0.539,0.153,normal,33.39
Odisha,Mayurbhanj,21.86766,86.79424,100562,0,2.25,1.6,0.66,120,3.18,0.38,0.835,normal,29.17
Odisha,Mayurbhanj,22.0619,86.72738,90741,0,7.88,7.3,0.57,120,14.35,0.241,0.314,normal,30.1
Odisha,Mayurbhanj,22.01445,86.66085,86791,0,7.06,4.29,2.77,120,11.98,0.907,0.157,normal,42.82
Odisha,Mayurbhanj,21.94949,86.54564,93438,0,5.44,3.3,2.14,120,0.68,0.848,0.846,normal,38.36
Odisha,Mayurbhanj,21.85128,86.51706,86542,0,7.28,5.53,1.75,120,14.32,0.426,0.596,normal,34.2
Odisha,Mayurbhanj,21.94781,86.69005,98035,0,7.53,4.95,2.58,120,10.53,0.584,0.202,normal,42.81
Odisha,Mayurbhanj,21.96106,86.56998,93420,0,2.85,1.05,1.79,120,2.89,0.702,0.783,normal,35.97
Odisha,Mayurbhanj,22.1474,86.55235,108457,0,8.03,7.45,0.58,120,13.16,0.831,0.242,normal,39.1
Odisha,Mayurbhanj,21.94466,86.86032,99870,0,7.52,6.06,1.46,120,2.17,0.356,0.719,normal,37.01
Odisha,Mayurbhanj,22.13954,86.5152,96423,0,6.04,3.8,2.24,120,8.19,0.519,0.321,normal,39.81
Odisha,Mayurbhanj,22.12886,86.74202,109853,0,1.95,0.2,1.75,120,14.14,0.813,0.21,normal,40.01
Odisha,Mayurbhanj,21.96451,86.81094,100294,0,7.49,6.14,1.35,120,3.83,0.5,0.69,normal,37.78
Odisha,Mayurbhanj,21.7966,86.87934,85325,0,8.29,7.34,0.95,120,2.84,0.306,0.369,normal,29.57
Odisha,Mayurbhanj,21.93356,86.84292,74320,0,3.72,1.08,2.64,120,4.7,0.398,0.233,normal,37.61
Odisha,Mayurbhanj,21.81552,86.79324,94023,0,7.52,5.62,1.91,120,9.33,0.378,0.716,normal,34.28
Odisha,Mayurbhanj,21.92413,86.74127,73491,0,3.57,2.46,1.11,120,10.09,0.727,0.437,normal,28.24
Odisha,Mayurbhanj,21.81624,86.62712,96984,0,8.19,6.15,2.04,120,12.56,0.865,0.39,normal,41.79
Odisha,Nabarangpur,19.28587,82.43613,92550,0,8.31,6.66,1.65,120,3.53,0.608,0.331,normal,37.81
Odisha,Nabarangpur,19.17724,82.58081,83430,0,3.44,0.75,2.69,120,6.22,0.692,0.185,normal,37.85
Odisha,Nabarangpur,19.29654,82.31163,94135,0,8.88,7.97,0.91,120,13.39,0.263,0.37,normal,32.05
Odisha,Nabarangpur,19.06371,82.42209,96434,0,3.18,1.68,1.5,120,3.03,0.316,0.345,normal,36.39
Odisha,Nabarangpur,19.23943,82.85572,91515,0,2.03,0.71,1.32,120,7.84,0.664,0.136,normal,37.21
Odisha,Nabarangpur,19.21797,82.45472,90287,0,8.2,5.32,2.88,120,9.47,0.478,0.753,normal,37.23
Odisha,Nabarangpur,19.0994,82.72558,90407,0,6.28,4.71,1.56,120,5.12,0.297,0.6,normal,31.0
Odisha,Nabarangpur,19.08713,82.64681,79064,0,3.72,2.88,0.85,120,7.83,0.45,0.47,normal,24.68
Odisha,Nabarangpur,18.94914,82.38888,99868,0,5.43,3.82,1.61,120,11.83,0.918,0.21,normal,37.83
Odisha,Nabarangpur,19.29229,82.74806,101681,0,7.77,5.67,2.1,120,10.71,0.697,0.747,normal,42.91
Odisha,Nabarangpur,19.31499,82.48101,90924,0,4.81,2.08,2.73,120,11.03,0.39,0.865,normal,36.97
Odisha,Nabarangpur,19.20443,82.32765,91923,0,6.53,4.7,1.83,120,5.93,0.467,0.606,normal,35.38
Odisha,Nabarangpur,19.59097,82.46267,80598,0,2.0,0.2,1.8,120,9.07,0.496,0.283,normal,31.66
Odisha,Nabarangpur,19.55273,82.60211,84933,0,2.64,1.63,1.01,120,13.23,0.636,0.739,normal,29.78
Odisha,Nabarangpur,19.24947,82.44623,97686,0,6.47,3.79,2.69,120,7.71,0.612,0.724,normal,41.24
Odisha,Nabarangpur,19.37056,82.5468,96876,0,1.8,0.95,0.85,120,7.59,0.434,0.618,normal,31.83
Odisha,Nabarangpur,19.27582,82.61781,87638,0,8.21,6.21,2.0,120,12.39,0.336,0.555,normal,34.42
Odisha,Nabarangpur,19.14423,82.75791,89391,0,2.07,0.2,1.87,120,15.9,0.828,0.64,normal,33.19
Odisha,Nabarangpur,19.1401,82.4978,86999,0,3.63,0.9,2.72,120,15.23,0.888,0.62,normal,40.22
Odisha,Nabarangpur,19.27324,82.51979,105397,0,2.63,0.89,1.75,120,7.16,0.505,0.212,normal,38.54
Odisha,Nabarangpur,19.24225,82.28005,87649,0,6.31,4.58,1.73,120,0.44,0.909,0.152,normal,41.45
Odisha,Nabarangpur,19.1902,82.60099,83020,0,3.27,2.25,1.02,120,8.52,0.316,0.513,normal,27.1
Odisha,Nayagarh,20.16569,85.12697,85551,0,5.68,2.76,2.92,120,8.19,0.738,0.672,normal,41.25
Odisha,Nayagarh,20.21944,84.96087,91365,0,3.18,0.86,2.31,120,14.78,0.459,0.718,normal,35.13
Odisha,Nayagarh,20.07986,84.93538,100428,0,8.66,5.81,2.85,120,14.69,0.327,0.664,normal,40.47
Odisha,Nayagarh,20.22223,85.0153,91960,0,3.56,2.03,1.53,120,2.64,0.256,0.613,normal,36.37
Odisha,Nayagarh,20.08654,85.02001,104023,0,5.82,5.01,0.81,120,8.03,0.837,0.606,normal,33.44
Odisha,Nayagarh,20.11307,85.2085,95892,0,6.97,5.44,1.53,120,14.79,0.24,0.32,normal,32.51
Odisha,Nayagarh,20.3133,85.02964,104020,0,5.26,2.54,2.72,120,4.68,0.295,0.407,normal,37.88
Odisha,Nayagarh,20.03942,85.15466,97759,0,7.65,6.53,1.12,120,5.48,0.481,0.149,normal,36.78
Odisha,Nayagarh,20.29301,84.98406,94302,0,6.87,5.47,1.4,120,8.32,0.649,0.789,normal,32.4
Odisha,Nayagarh,20.06618,85.33795,77052,0,3.54,1.65,1.89,120,6.53,0.68,0.298,normal,33.65
Odisha,Nayagarh,20.15099,84.92884,91776,0,8.3,7.57,0.73,120,8.52,0.349,0.385,normal,23.98
Odisha,Nayagarh,20.20843,84.94583,85378,0,6.45,3.53,2.93,120,15.09,0.464,0.359,normal,39.3
Odisha,Nayagarh,20.21284,85.21869,116771,0,1.96,0.2,1.76,120,15.32,0.261,0.721,normal,35.31
Odisha,Nayagarh,20.14421,85.09062,73275,0,8.68,5.87,2.81,120,12.21,0.502,0.576,normal,35.67
Odisha,Nayagarh,19.91586,85.41324,85592,0,3.79,2.35,1.44,120,1.64,0.69,0.496,normal,30.18
Odisha,Nayagarh,20.14277,85.00039,96139,0,3.33,1.02,2.31,120,2.07,0.721,0.123,normal,43.27
Odisha,Nayagarh,20.11611,85.02411,96027,0,3.8,3.29,0.5,120,12.78,0.36,0.881,normal,29.42
Odisha,Nayagarh,20.12948,85.22278,88858,0,6.64,4.03,2.61,120,15.7,0.425,0.87,normal,36.19
Odisha,Nayagarh,20.14889,85.28986,92255,0,4.98,4.38,0.6,120,6.18,0.372,0.161,normal,26.64
Odisha,Nayagarh,20.02134,85.32677,88768,0,8.56,7.06,1.49,120,1.95,0.311,0.165,normal,38.09
Odisha,Nayagarh,20.03261,85.02863,81318,0,8.33,6.84,1.49,120,4.33,0.444,0.635,normal,30.86
Odisha,Nayagarh,20.19245,85.10881,83840,0,6.32,5.16,1.16,120,3.24,0.734,0.681,normal,31.71
Odisha,Nuapada,20.85577,82.78015,103678,0,3.04,1.56,1.48,120,12.61,0.596,0.254,normal,37.46
Odisha,Nuapada,20.82438,82.6238,94263,0,8.36,7.82,0.54,120,5.21,0.421,0.79,normal,29.45
Odisha,Nuapada,20.73739,82.28024,89420,0,6.13,5.3,0.83,120,0.64,0.741,0.21,normal,34.48
Odisha,Nuapada,20.80592,82.56977,91939,0,2.94,2.07,0.87,120,5.65,0.72,0.506,normal,33.58
Odisha,Nuapada,20.75094,82.75006,97409,0,8.67,7.3,1.37,120,4.93,0.267,0.729,normal,32.71
Odisha,Nuapada,20.80433,82.46655,85070,0,5.57,4.68,0.9,120,8.83,0.437,0.273,normal,29.7
Odisha,Nuapada,20.82805,82.66737,103013,0,1.86,0.21,1.65,120,12.27,0.626,0.395,normal,38.03
Odisha,Nuapada,20.71987,82.74152,103888,0,5.01,2.23,2.78,120,7.78,0.255,0.169,normal,38.79
Odisha,Nuapada,20.81803,82.61373,96211,0,7.71,5.13,2.58,120,14.45,0.275,0.721,normal,33.94
Odisha,Nuapada,20.62797,82.7336,91029,0,6.49,5.92,0.57,120,9.08,0.49,0.589,normal,26.4
Odisha,Nuapada,20.82503,82.66652,102040,0,1.84,0.35,1.48,120,13.5,0.57,0.344,normal,36.38
Odisha,Nuapada,21.07924,82.5639,77460,0,3.9,1.88,2.02,120,11.99,0.851,0.314,normal,39.23
Odisha,Nuapada,20.73131,82.42713,89170,0,2.21,0.2,2.01,120,9.65,0.624,0.64,normal,33.63
Odisha,Nuapada,20.6827,82.5765,91350,0,1.99,0.2,1.79,120,14.2,0.297,0.305,normal,32.07
Odisha,Nuapada,20.81131,82.55859,84146,0,3.46,1.08,2.39,120,15.02,0.377,0.177,normal,36.33
Odisha,Nuapada,20.91113,82.1801,92983,0,1.8,0.2,1.6,120,13.76,0.251,0.779,normal,32.56
Odisha,Nuapada,20.90046,82.60969,99645,0,8.46,7.57,0.89,120,1.44,0.883,0.368,normal,33.42
Odisha,Nuapada,20.70612,82.69838,96912,0,6.48,4.85,1.63,120,0.24,0.672,0.484,normal,44.96
Odisha,Nuapada,20.81132,82.53927,94278,0,7.56,4.66,2.9,120,2.41,0.793,0.33,normal,44.38
Odisha,Nuapada,20.80322,82.45429,98960,0,7.45,6.32,1.13,120,6.47,0.594,0.406,normal,38.63
Odisha,Nuapada,20.84416,82.60911,110344,0,3.48,1.99,1.49,120,4.0,0.904,0.62,normal,39.96
Odisha,Nuapada,20.80854,82.70514,100600,0,2.17,0.88,1.3,120,5.83,0.46,0.341,normal,38.79
Odisha,Puri,19.7177,85.71121,124632,1,5.21,3.92,1.29,120,2.06,0.415,0.319,normal,51.36
Odisha,Puri,19.71129,85.72332,107988,1,1.21,0.2,1.01,120,11.68,0.802,0.507,normal,47.51
Odisha,Puri,19.83712,85.70891,95493,1,2.81,1.25,1.55,120,8.62,0.393,0.217,normal,44.74
Odisha,Puri,19.7937,85.82952,120567,1,7.1,6.21,0.89,120,0.21,0.916,0.395,normal,52.88
Odisha,Puri,19.77658,85.78626,111763,1,3.48,1.68,1.8,120,12.36,0.541,0.526,normal,49.5
Odisha,Puri,19.82019,85.75956,97458,1,5.41,3.2,2.21,120,13.98,0.702,0.259,normal,47.45
Odisha,Puri,19.70883,85.89849,98376,1,6.32,3.35,2.97,120,14.43,0.617,0.603,normal,51.88
Odisha,Puri,19.83846,85.87279,100843,1,4.11,1.91,2.2,120,5.72,0.237,0.361,normal,48.72
Odisha,Puri,19.87371,85.71705,87619,1,6.48,4.18,2.3,120,6.47,0.451,0.321,normal,46.65
Odisha,Puri,19.78673,85.70377,107371,1,6.1,4.4,1.7,120,10.61,0.591,0.429,normal,54.22
Odisha,Puri,19.8208,85.8173,100084,1,7.63,4.82,2.81,120,0.14,0.585,0.576,normal,57.62
Odisha,Puri,19.73314,85.68084,113241,1,6.05,4.18,1.88,120,9.09,0.311,0.434,normal,49.65
Odisha,Puri,19.88349,85.79652,81647,1,1.27,0.2,1.07,120,1.81,0.634,0.354,normal,42.51
Odisha,Puri,19.86455,86.13249,86003,1,1.62,0.2,1.42,120,4.26,0.53,0.29,normal,40.0
Odisha,Puri,19.97655,85.84795,93002,1,6.43,5.23,1.21,120,8.02,0.492,0.403,normal,44.13
Odisha,Puri,19.8524,85.72654,94591,1,3.17,1.71,1.46,120,8.47,0.377,0.136,normal,44.02
Odisha,Puri,19.8627,85.92231,90741,1,5.02,2.08,2.94,120,3.85,0.562,0.389,normal,53.67
Odisha,Puri,19.86129,85.92215,107989,1,0.86,0.2,0.66,120,7.01,0.602,0.517,normal,44.95
Odisha,Puri,19.79182,85.84708,107640,1,4.45,1.81,2.63,120,13.35,0.675,0.52,normal,51.84
Odisha,Puri,19.86806,85.83048,107663,1,3.23,0.22,3.01,120,13.52,0.748,0.166,normal,56.98
Odisha,Puri,19.97258,85.91291,99846,1,1.43,0.2,1.23,120,11.74,0.857,0.742,normal,44.78
Odisha,Puri,19.66309,85.69545,95622,1,2.92,1.21,1.71,120,4.65,0.716,0.294,normal,50.04
Odisha,Rayagada,18.97592,83.19593,88914,0,4.39,2.25,2.14,120,4.79,0.884,0.345,normal,39.79
Odisha,Rayagada,19.05015,83.36592,107083,0,5.2,4.1,1.1,120,0.43,0.864,0.648,normal,41.9
Odisha,Rayagada,19.03882,83.45322,96310,0,3.83,1.92,1.91,120,13.52,0.455,0.487,normal,35.4
Odisha,Rayagada,18.92963,83.5339,92678,0,7.42,5.88,1.55,120,0.41,0.459,0.79,normal,38.39
Odisha,Rayagada,19.26052,83.31927,100981,0,2.39,0.2,2.19,120,11.76,0.728,0.169,normal,40.57
Odisha,Rayagada,19.14691,83.31752,89259,0,8.21,7.69,0.52,120,2.79,0.366,0.827,normal,28.78
Odisha,Rayagada,19.24351,83.32818,85239,0,3.24,2.24,1.0,120,9.12,0.384,0.242,normal,29.33
Odisha,Rayagada,18.98321,83.60788,97558,0,4.02,2.81,1.21,120,9.14,0.237,0.827,normal,30.19
Odisha,Rayagada,19.19063,83.31509,77130,0,5.53,5.0,0.53,120,14.36,0.296,0.386,normal,21.11
Odisha,Rayagada,19.3238,83.49389,93009,0,3.21,1.01,2.2,120,3.45,0.698,0.846,normal,37.86
Odisha,Rayagada,19.08385,83.58746,104621,0,5.04,4.2,0.84,120,8.53,0.838,0.666,normal,35.37
Odisha,Rayagada,19.36033,83.1437,75940,0,6.32,5.66,0.66,120,0.23,0.365,0.724,normal,31.63
Odisha,Rayagada,19.07571,83.32777,82382,0,8.81,7.32,1.49,120,8.03,0.578,0.813,normal,29.02
Odisha,Rayagada,19.15711,83.33392,92214,0,2.54,1.99,0.55,120,4.17,0.83,0.851,normal,32.6
Odisha,Rayagada,19.13969,83.27098,92183,0,7.4,4.76,2.64,120,4.94,0.508,0.683,normal,37.68
Odisha,Rayagada,19.13637,83.52063,83472,0,7.11,4.86,2.25,120,15.5,0.788,0.475,normal,32.27
Odisha,Rayagada,18.85979,83.45581,102631,0,4.07,3.33,0.74,120,9.85,0.679,0.721,normal,30.95
Odisha,Rayagada,19.09126,83.42428,101120,0,5.11,3.66,1.45,120,4.29,0.772,0.723,normal,34.77
Odisha,Rayagada,18.82571,83.24963,96717,0,7.09,5.46,1.62,120,13.93,0.481,0.769,normal,34.75
Odisha,Rayagada,19.19163,83.56782,81274,0,4.04,3.4,0.64,120,1.34,0.356,0.221,normal,28.57
Odisha,Rayagada,19.10334,83.24989,75412,0,6.69,4.77,1.92,120,0.31,0.396,0.41,normal,36.49
Odisha,Rayagada,19.0127,83.51574,97579,0,5.13,4.34,0.79,120,2.38,0.366,0.53,normal,29.15
Odisha,Sambalpur,21.47329,83.97447,83315,0,7.02,5.05,1.97,120,12.0,0.292,0.211,normal,31.03
Odisha,Sambalpur,21.11979,83.93673,91599,0,3.46,2.22,1.24,120,4.37,0.845,0.573,normal,33.11
Odisha,Sambalpur,21.51192,84.08841,93990,0,3.3,1.94,1.36,120,10.0,0.572,0.158,normal,36.92
Odisha,Sambalpur,21.44328,84.06022,92440,0,5.54,4.06,1.48,120,8.06,0.843,0.543,normal,37.87
Odisha,Sambalpur,21.47946,84.13477,97726,0,7.81,5.33,2.48,120,5.83,0.891,0.493,normal,40.55
Odisha,Sambalpur,21.74296,84.15242,82736,0,2.87,1.63,1.24,120,15.35,0.588,0.729,normal,30.84
Odisha,Sambalpur,21.2202,83.89278,94946,0,6.79,5.5,1.29,120,7.91,0.797,0.315,normal,39.03
Odisha,Sambalpur,21.43945,83.88961,86765,0,2.32,0.2,2.12,120,3.3,0.503,0.61,normal,37.83
Odisha,Sambalpur,21.58328,84.2348,87301,0,5.11,4.08,1.03,120,5.44,0.433,0.341,normal,31.04
Odisha,Sambalpur,21.37793,83.87871,85974,0,6.96,5.61,1.34,120,3.66,0.248,0.799,normal,28.37
Odisha,Sambalpur,21.74636,83.86864,87905,0,8.06,7.37,0.69,120,2.98,0.592,0.176,normal,28.46
Odisha,Sambalpur,21.34148,84.07511,105751,0,4.67,1.8,2.87,120,12.74,0.839,0.634,normal,41.43
Odisha,Sambalpur,21.38232,84.05575,84539,0,3.37,2.31,1.06,120,0.48,0.241,0.36,normal,32.33
Odisha,Sambalpur,21.33758,84.10167,89688,0,4.24,3.74,0.51,120,10.78,0.243,0.842,normal,26.73
Odisha,Sambalpur,21.26041,83.82543,93600,0,4.3,2.22,2.08,120,2.85,0.861,0.318,normal,40.56
Odisha,Sambalpur,21.48361,84.08923,103670,0,6.47,4.71,1.76,120,13.97,0.853,0.568,normal,42.3
Odisha,Sambalpur,21.52918,84.20223,102070,0,6.02,5.42,0.6,120,1.23,0.736,0.435,normal,37.56
Odisha,Sambalpur,21.62236,84.0259,91690,0,4.44,2.46,1.99,120,3.48,0.374,0.429,normal,36.48
Odisha,Sambalpur,21.63404,83.76315,103262,0,2.96,2.17,0.79,120,3.48,0.663,0.84,normal,32.51
Odisha,Sambalpur,21.46425,84.02503,88541,0,4.13,2.93,1.2,120,14.6,0.464,0.264,normal,32.07
Odisha,Sambalpur,21.52955,84.07782,89005,0,5.48,3.56,1.92,120,9.52,0.388,0.529,normal,36.86
Odisha,Sambalpur,21.52835,83.93133,96476,0,1.64,0.66,0.98,120,9.54,0.35,0.126,normal,30.96
Odisha,Subarnapur,20.76065,83.84202,90990,0,3.76,3.11,0.65,120,10.22,0.809,0.839,normal,32.52
Odisha,Subarnapur,21.0215,83.95045,91067,0,6.75,5.91,0.84,120,0.21,0.45,0.198,normal,36.55
Odisha,Subarnapur,20.75977,84.25196,95310,0,2.39,1.34,1.04,120,10.15,0.9,0.521,normal,34.77
Odisha,Subarnapur,20.87395,84.12287,95375,0,4.23,1.48,2.75,120,4.66,0.268,0.82,normal,38.95
Odisha,Subarnapur,20.96523,83.83392,92170,0,5.34,2.55,2.79,120,8.54,0.462,0.341,normal,38.2
Odisha,Subarnapur,20.8585,83.80106,91494,0,3.79,2.12,1.67,120,14.92,0.682,0.161,normal,35.83
Odisha,Subarnapur,20.6524,83.88395,90606,0,7.65,6.52,1.13,120,0.24,0.367,0.28,normal,34.68
Odisha,Subarnapur,20.81406,84.10246,94630,0,8.69,6.16,2.53,120,6.32,0.432,0.559,normal,36.87
Odisha,Subarnapur,20.73728,83.72819,86230,0,8.5,7.42,1.08,120,8.16,0.65,0.203,normal,30.51
Odisha,Subarnapur,20.78713,84.10276,77746,0,5.46,4.52,0.95,120,10.78,0.241,0.711,normal,23.11
Odisha,Subarnapur,20.82344,83.88947,80803,0,3.21,0.82,2.39,120,11.53,0.548,0.546,normal,36.05
Odisha,Subarnapur,20.84987,84.02188,84404,0,6.93,6.23,0.7,120,12.81,0.357,0.671,normal,27.85
Odisha,Subarnapur,20.67744,83.84741,84489,0,6.29,3.93,2.36,120,15.28,0.732,0.868,normal,35.96
Odisha,Subarnapur,20.88914,83.84617,73249,0,3.55,2.83,0.71,120,2.68,0.57,0.122,normal,28.69
Odisha,Subarnapur,20.93502,83.90678,99251,0,6.84,5.68,1.16,120,10.63,0.769,0.158,normal,37.27
Odisha,Subarnapur,20.97657,83.90854,85921,0,2.96,1.78,1.18,120,6.78,0.414,0.369,normal,30.24
Odisha,Subarnapur,20.79994,83.72064,89094,0,2.67,0.2,2.47,120,1.94,0.308,0.494,normal,36.77
Odisha,Subarnapur,20.92966,83.89631,80131,0,4.02,3.0,1.02,120,10.71,0.789,0.558,normal,31.19
Odisha,Subarnapur,20.65519,83.93461,78706,0,3.72,1.29,2.43,120,7.92,0.309,0.197,normal,37.15
Odisha,Subarnapur,20.92013,84.02792,88028,0,7.35,6.54,0.81,120,9.33,0.862,0.553,normal,33.14
Odisha,Subarnapur,20.92897,83.93426,87150,0,2.39,1.19,1.2,120,10.14,0.82,0.235,normal,31.83
Odisha,Subarnapur,20.95991,83.94108,78665,0,6.56,5.64,0.91,120,6.96,0.324,0.142,normal,26.11
Odisha,Sundargarh,22.31244,84.06938,97626,0,7.59,6.42,1.18,120,14.38,0.789,0.51,normal,36.74
Odisha,Sundargarh,22.20509,83.94166,88722,0,6.22,5.02,1.2,120,8.49,0.703,0.313,normal,32.56
Odisha,Sundargarh,22.30328,83.97443,79421,0,7.19,5.15,2.04,120,8.53,0.373,0.276,normal,28.41
Odisha,Sundargarh,22.04924,84.19084,105046,0,4.74,1.81,2.94,120,6.85,0.693,0.505,normal,41.18
Odisha,Sundargarh,22.07812,84.04856,72641,0,5.6,3.96,1.64,120,3.94,0.764,0.307,normal,34.34
Odisha,Sundargarh,22.06226,84.00111,89369,0,8.1,7.39,0.71,120,5.73,0.863,0.222,normal,33.47
Odisha,Sundargarh,22.21787,84.0024,78561,0,3.59,2.8,0.79,120,1.77,0.232,0.149,normal,28.84
Odisha,Sundargarh,21.97675,83.96888,89708,0,5.38,4.19,1.19,120,0.67,0.71,0.804,normal,36.84
Odisha,Sundargarh,22.18303,84.02681,99499,0,5.89,5.34,0.55,120,7.47,0.775,0.888,normal,32.3
Odisha,Sundargarh,22.28371,84.03908,104481,0,4.8,3.97,0.82,120,1.2,0.573,0.163,normal,37.25
Odisha,Sundargarh,22.01475,83.88952,82047,0,7.48,6.68,0.81,120,6.02,0.52,0.66,normal,26.48
Odisha,Sundargarh,22.07092,84.08111,91740,0,2.9,0.2,2.7,120,10.75,0.429,0.528,normal,35.95
Odisha,Sundargarh,22.08465,83.82165,109084,0,8.06,7.14,0.91,120,14.48,0.382,0.136,normal,35.8
Odisha,Sundargarh,22.06222,84.02184,94058,0,7.49,6.48,1.01,120,3.66,0.339,0.219,normal,29.71
Odisha,Sundargarh,22.19762,84.0255,88188,0,6.11,5.12,0.99,120,8.06,0.687,0.623,normal,33.65
Odisha,Sundargarh,22.08409,84.16752,94482,0,8.3,7.19,1.11,120,15.84,0.888,0.326,normal,33.64
Odisha,Sundargarh,22.2557,84.31058,95163,0,6.95,6.0,0.96,120,6.48,0.647,0.85,normal,33.05
Odisha,Sundargarh,22.1305,83.99446,86648,0,4.96,3.97,1.0,120,5.32,0.246,0.431,normal,29.27
Odisha,Sundargarh,22.17569,84.04182,85368,0,2.6,2.01,0.59,120,5.3,0.577,0.272,normal,32.43
Odisha,Sundargarh,22.17554,84.06612,78509,0,5.4,4.66,0.75,120,11.31,0.748,0.148,normal,25.98
Odisha,Sundargarh,22.21305,84.0744,84830,0,7.29,5.81,1.48,120,8.38,0.748,0.668,normal,34.37
Odisha,Sundargarh,22.24211,84.02238,103295,0,3.01,0.72,2.29,120,8.65,0.674,0.18,normal,41.28
