SrNo,Health Facility Name,pincode,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Unnamed: 10
82417,Barsar SC,756130,20.91088,86.68171,0,SubCentre,Odisha,Bhadrak,Tihidi P.S.,
82438,JARASINGHA SC,759143,20.85609,85.06386,0,SubCentre,Odisha,Anugul  ,Banarpal ,
82472,MANDIADHIPA SC,768039,20.96684,82.79904,0,SubCentre,Odisha,Bargarh,Paikamal,
82512,Kalapathar,767018,20.91049,84.00343,0,SubCentre,Odisha,Sonapur  ,Ulunda ,
82517,Kasada,770051,21.67909,84.87785,0,SubCentre,Odisha,Sundargarh,Banei P.S.,
82526,Thanat SC,766013,19.88859,82.77338,0,SubCentre,Odisha,Kalahandi,Dharamgarh ,
82532,Mangalpur,754224,20.41457,86.6026,0,SubCentre,Odisha,Kendrapara ,Mahakalapada ,
82545,DANGAMAL,754248,20.75529,86.86457,0,Primary Health Centre,Odisha,Kendrapara ,Rajnagar,
82573,Saladei SC,758043,21.07674,86.19798,0,SubCentre,Odisha,Kendujhar,Ghasipura P.S.,
82592,B. Kenduguda,764043,18.83371,82.35289,0,SubCentre,Odisha,Koraput,Boipariguda ,
82614,BOMKEI,761042,19.28471,84.53796,0,Community Health Center,Odisha,Ganjam,DIGAPAHANDI ,
82616,SC-Muniguda,765020,19.72362,83.62686,0,SubCentre,Odisha,Rayagada  ,Muniguda ,
82628,Sadangi SC,758047,21.87444,85.78291,0,SubCentre,Odisha,Kendujhar,Champua P.S.,
82635,BARUAN,759024,20.94046,85.76959,0,Primary Health Centre,Odisha,Dhenkanal,Bhuban ,
82645,KOREI,755022,20.96999,86.18684,0,Community Health Center,Odisha,Jajapur  ,Jajapur Road P.S.(P) ,
82647,Pitamahul,767018,20.90455,84.19472,0,SubCentre,Odisha,Sonapur  ,Biramaharajpur ,
82702,TAINSI SC,759127,20.76708,84.80248,0,SubCentre,Odisha,Anugul  ,Anugul ,
82729,SC Tilandi,764073,19.63319,82.13502,0,SubCentre,Odisha,Nabarangapur ,Umarkote ,
82767,Koliatha,754204,20.6258,86.1693,0,SubCentre,Odisha,Cuttack,Mahanga ,
82772,LACHIDA SC,768027,21.42027,83.72076,0,SubCentre,Odisha,Bargarh,Attabira,
82773,NEDUAPAL SC,757037,21.83127,85.94222,0,SubCentre,Odisha,Mayurbhanj,Karanjia P.S.,
82800,GRILIGUMA,764028,19.1271,82.86271,0,Primary Health Centre,Odisha,Koraput,Dasamantapur ,
82805,Bam SC,,21.08647,85.46989,0,SubCentre,Odisha,Dhenkanal,Kankadahad ,
82807,SC-Titimiri,765022,19.19834,83.91638,0,SubCentre,Odisha,Rayagada  ,Gunupur ,
82817,ABHIMANYU BALIA,755005,20.68997,86.30436,0,Primary Health Centre,Odisha,Jajapur  ,Bari - Ramachandrapur P.S.(New),
82833,Bega SC,759016,20.75524,85.96515,0,SubCentre,Odisha,Dhenkanal,Gandia ,
82841,SC Naganpur,754134,20.41545,86.30353,0,SubCentre,Odisha,Kendrapara ,Patkura ,
82887,BHISMAGIRI,761055,19.3831,84.4648,0,Primary Health Centre,Odisha,Ganjam,DIGAPAHANDI ,
82891,SDH DHARMAGARH,766015,19.86835,82.78148,0,Sub-District Hospital,Odisha,Kalahandi,Dharamgarh ,
82911,KUKUDANG SC,759123,20.8938,85.15451,0,SubCentre,Odisha,Anugul  ,Banarpal ,
82914,SC Sindhiguda,764063,19.22353,82.59575,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
82937,AGALPUR,767022,21.00663,83.40998,0,Community Health Center,Odisha,Balangir,Loisinga ,
82949,KAMGAON SC,768038,21.44443,83.63757,0,SubCentre,Odisha,Bargarh,Bhatli,
82955,Kalikaprasad SC,752079,20.08107,85.14471,0,SubCentre,Odisha,Nayagarh  ,Nayagarh Sadar ,
82960,Panchupali PHC,758021,21.17278,86.17315,0,Primary Health Centre,Odisha,Kendujhar,Anandapur P.S.,
82968,BELKHANDI,766012,20.34443,83.39977,0,Primary Health Centre,Odisha,Kalahandi,Kesinga ,
82982,SC-Papikona,765016,19.43176,83.42969,0,SubCentre,Odisha,Rayagada  ,Kalyanasingpur ,
82997,KURULIA SC,757036,21.81222,86.00462,0,SubCentre,Odisha,Mayurbhanj,Karanjia P.S.,
83008,KHAMBESI,765019,19.53285,83.41014,0,Primary Health Centre,Odisha,Rayagada  ,Bishamakatak,
83056,DABUGAM,764072,19.45383,82.414,0,Community Health Center,Odisha,Nabarangapur ,Dabugan ,
83079,SANKHACHILA,755015,20.92393,86.2085,0,Primary Health Centre,Odisha,Jajapur  ,Jajapur Road P.S.(P) ,
83101,LARAMBHA,768102,21.34413,83.83382,0,Primary Health Centre,Odisha,Bargarh,Attabira,
83145,Barikumpa,762029,20.4351,84.298,0,SubCentre,Odisha,Kandhamal,Khajuripada ,
83158,Kanarali SC,756019,21.54818,86.87393,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
83188,DARPANARAYANPUR PHC,752079,20.0767,85.23713,0,Primary Health Centre,Odisha,Nayagarh  ,Ranapur ,
83192,JAGANNATHPUR,764078,19.20825,82.73596,0,Primary Health Centre,Odisha,Nabarangapur ,Nabarangapur,
83216,DEULA,756036,21.69352,87.44073,0,Primary Health Centre,Odisha,Baleshwar,Kamarda P.S. (New),
83258,JAMLA CHC,768049,21.00811,83.17863,0,Community Health Center,Odisha,Bargarh,Padmapur,
83262,JAMDA SC,757045,22.25324,86.05143,0,SubCentre,Odisha,Mayurbhanj,Jamda P.S.(New),
83266,KODALA,761032,19.6304,84.93996,0,Community Health Center,Odisha,Ganjam,KODALA ,
83315,KATHSIRSI SC,757030,22.03603,86.67406,0,SubCentre,Odisha,Mayurbhanj,Koliana P.S.,
83351,GANDALA SC,761003,19.42201,84.82615,0,SubCentre,Odisha,Ganjam,HINJILI ,
83358,BONEIKALA  SC,757033,22.06815,86.19912,0,SubCentre,Odisha,Mayurbhanj,Bisoi P.S.,
83369,Khandala,754002,20.30317,85.96902,0,SubCentre,Odisha,Cuttack,Barang  ,
83375,GOBARA,761124,19.83032,84.60093,0,Community Health Center,Odisha,Ganjam,BHANJANAGAR ,
83383,Babandha SC,759019,20.7224,85.42966,0,SubCentre,Odisha,Dhenkanal,Hindol ,
83389,Puruna Betenda,752120,20.063,86.15206,0,SubCentre,Odisha,Cuttack,Niali  ,
83466,KUBEDEGA SC,768104,21.21034,83.72769,0,SubCentre,Odisha,Bargarh,Bheden,
83485,SC Dhungiaput,764044,18.59007,82.2425,0,SubCentre,Odisha,Malkangiri  ,Mathili ,
83493,CHADHEIBHOL SC,757037,21.818,85.8336,0,SubCentre,Odisha,Mayurbhanj,Karanjia P.S.,
83505,KANDHA RANIPADA SC,761032,19.617084,84.881557,0,SubCentre,Odisha,Ganjam,KODALA ,
83527,Dumurimunda,764074,19.96829,82.19365,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
83593,Chaulia SC,759013,20.75164,85.64833,0,SubCentre,Odisha,Dhenkanal,Dhenkanal Sadar ,
83648,HALADIDHIA,755016,20.73967,86.52095,0,Primary Health Centre,Odisha,Jajapur  ,Binjharpur P.S. (P),
83665,Madhupur PHC (N),766110,19.99434,83.35905,0,Primary Health Centre,Odisha,Kalahandi,Lanjigarh  ,
83702,SALBANI,756033,21.93979,87.22927,0,Primary Health Centre,Odisha,Baleshwar,Jaleswar P.S. ,
83710,Kinjirkela,770015,22.28667,83.95199,0,SubCentre,Odisha,Sundargarh,Kinjirkela P.S.,
83734,SANATPUR,754293,20.42084,86.17477,0,Primary Health Centre,Odisha,Cuttack,Nemalo ,
83747,Pahanga,754010,20.16154,86.13243,0,SubCentre,Odisha,Cuttack,Niali  ,
83758,SC KUTENPALI,767020,20.87532,83.47346,0,SubCentre,Odisha,Balangir,Balangir ,
83762,SC-Munikhal,765020,19.63469,83.48562,0,SubCentre,Odisha,Rayagada  ,Muniguda ,
83823,SC-Bodakhilapadar,765017,19.30315,83.53163,0,SubCentre,Odisha,Rayagada  ,Seskhal ,
83887,EKDAL,754037,20.41508,85.13681,0,Primary Health Centre,Odisha,Cuttack,Narasinghpur ,
83888,Kundaidiha,770043,21.80099,84.70479,0,SubCentre,Odisha,Sundargarh,Gurundia P.S.,
83920,NEELABADI,764027,18.95516,83.27317,0,Primary Health Centre,Odisha,Koraput,Bandhugaon ,
83923,SC NUAGAON,766106,20.609,82.69873,0,SubCentre,Odisha,Nuapada  ,Komana ,
83955,Chanabada,764028,19.06741,82.93285,0,SubCentre,Odisha,Koraput,Dasamantapur ,
83958,Srirampur SC,754215,20.58553,86.62771,0,SubCentre,Odisha,Kendrapara ,Pattamundai ,
84023,BALITHUTA,754141,20.2392,86.53206,0,Primary Health Centre,Odisha,Jagatsinghapur ,Ersama P.S. ,
84041,SC Baduden,767027,20.82873,82.97979,0,SubCentre,Odisha,Balangir,Khaprakhol ,
84048,Jogimal,770011,21.98525,83.97748,0,SubCentre,Odisha,Sundargarh,Tangarapali P.S.,
84070,BANTHAPALLI,760002,19.31168,84.72314,0,Primary Health Centre,Odisha,Ganjam,BRAHMAPUR SADAR ,
84090,SC-Bodogotiguda,765019,19.50227,83.40904,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
84124,RAUTI SC,761121,19.98195,84.81049,0,SubCentre,Odisha,Ganjam,JAGANNATH PRASAD ,
84125,KANCHHINDA SC,757032,22.08968,86.44691,0,SubCentre,Odisha,Mayurbhanj,Bangiriposi P.S.,
84135,JHUMUKAPAL SC,757035,21.97738,85.89689,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
84168,Krushnapur SC,761213,18.92166,84.15635,0,SubCentre,Odisha,Gajapati,Garabandha,
84172,Ankelabira,,21.83253,83.728,0,SubCentre,Odisha,Sundargarh,Hemgir P.S.,
84174,ICHHAPUR,764076,19.68659,82.44379,0,Primary Health Centre,Odisha,Nabarangapur ,Jharigan  ,
84219,Sarasposi SC,758029,21.59447,85.82455,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
84240,Kendeiposi PHC,758017,21.68318,85.79348,0,Primary Health Centre,Odisha,Kendujhar,Patana P.S.,
84249,DUDUKA,770076,22.02459,83.80785,0,Primary Health Centre,Odisha,Sundargarh,Hemgir P.S.,
84258,Kaduani SC,756058,21.51754,86.63521,0,SubCentre,Odisha,Baleshwar,Nilagiri P.S. ,
84269,PODAGARH SC,759105,21.25773,85.0457,0,SubCentre,Odisha,Anugul  ,Kaniha,
84300,GHANTAPADA SC,759103,20.91848,85.15124,0,SubCentre,Odisha,Anugul  ,Talcher Sadar ,
84307,Kedarpur SC,756045,21.2449,86.69362,0,SubCentre,Odisha,Baleshwar,Soro P.S.,
84390,SAKUA SC,757025,21.78518,86.74549,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
84407,Bolagarh,752066,20.173836,85.276531,0,SubCentre,Odisha,Khordha ,Bolagad ,
84409,Artunga SC,756125,21.18531,86.77104,0,SubCentre,Odisha,Bhadrak,Bansada P.S. ,
84433,SC Bhejaguda,764044,18.65,82.1,0,SubCentre,Odisha,Malkangiri  ,Mathili ,
84442,Hunda SC,758033,21.41107,85.59531,0,SubCentre,Odisha,Kendujhar,Harichandanpur P.S.,
84463,SC NANAJHAR,767033,20.32769,83.15159,0,SubCentre,Odisha,Balangir,Titlagarh ,
84464,Hatigam,764074,19.93439,81.86701,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
84524,SC-Bijapur,765020,19.49762,83.92265,0,SubCentre,Odisha,Rayagada  ,Chandrapur ,
84538,SC Chacharaguda,764072,19.52147,82.46702,0,SubCentre,Odisha,Nabarangapur ,Dabugan ,
84546,SC Nandapura,764072,19.52829,82.25919,0,SubCentre,Odisha,Nabarangapur ,Dabugan ,
84568,TENTOPOSI SC,757047,22.15297,86.06384,0,SubCentre,Odisha,Mayurbhanj,Badampahar P.S.,
84589,Kathargada,764057,19.11734,82.74261,0,SubCentre,Odisha,Koraput,Boriguma ,
84639,Khuduk,764074,20.02292,81.94964,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
84724,Kalikaprasad SC,758048,21.98268,85.62012,0,SubCentre,Odisha,Kendujhar,Champua P.S.,
84726,Bisimunda,767017,20.85276,83.77738,0,SubCentre,Odisha,Sonapur  ,Sonapur ,
84765,Tilo SC,756115,21.11694,86.34217,0,SubCentre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
84790,Attanda,764037,18.42363,82.62955,0,SubCentre,Odisha,Koraput,Nandapur ,
84791,SC  Bharsuja,767061,20.98312,83.48298,0,SubCentre,Odisha,Balangir,Loisinga ,
84797,MURTHAHANDI,764058,19.05426,82.26754,0,Primary Health Centre,Odisha,Koraput,Kotpad ,
84814,Ranigoda,754206,20.54266,86.17443,0,SubCentre,Odisha,Cuttack,Mahanga ,
84862,Kankadasoda SC,759120,20.97777,85.36946,0,SubCentre,Odisha,Dhenkanal,Parajang ,
84875,Andarguda,764037,18.27473,82.62365,0,SubCentre,Odisha,Koraput,Nandapur ,
84885,Barakoli SC,752077,20.30632,85.17636,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
84890,SC Chotaguda,764076,19.66514,82.30786,0,SubCentre,Odisha,Nabarangapur ,Jharigan  ,
84901,Joranda SC,759014,20.79332,85.72895,0,SubCentre,Odisha,Dhenkanal,Gandia ,
84911,SC Padargam,764061,19.31638,82.20852,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
84961,SC-Jhorodi,765017,19.22342,83.6246,0,SubCentre,Odisha,Rayagada  ,Seskhal ,
85015,SC Sunabeda,764073,19.71775,82.2434,0,SubCentre,Odisha,Nabarangapur ,Umarkote ,
85016,SC-Mukundapur,765017,19.22281,83.56344,0,SubCentre,Odisha,Rayagada  ,Seskhal ,
85035,SC HIRAPUR,767020,20.83246,83.52008,0,SubCentre,Odisha,Balangir,Balangir ,
85074,SC MV 11,764045,18.55,82.02,0,SubCentre,Odisha,Malkangiri  ,Malkangiri ,
85126,Keseibahal,768228,21.91254,84.39531,0,Primary Health Centre,Odisha,Sambalpur,Mahulpalli P.S.,
85156,PUJARIGUDA,764059,19.21119,82.50549,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
85171,Banijara SC,766014,19.77813,82.91105,0,SubCentre,Odisha,Kalahandi,Junagarh ,
85187,SC Dhinkia,754141,20.23026,86.5774,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
85196,Lathiaguda,764058,19.03838,82.4425,0,SubCentre,Odisha,Koraput,Kotpad ,
85212,SC Jaliaguda,764085,19.34088,82.69672,0,SubCentre,Odisha,Nabarangapur ,Tentulikhunti ,
85222,KELAMAHA,762101,20.11854,84.19898,0,Primary Health Centre,Odisha,Kandhamal,Nuagaon ,
85275,Soso SC,758078,21.2206,86.33446,0,SubCentre,Odisha,Kendujhar,Nandipada P.S.,
85319,BHADRAKALISAHI,756113,21.03842,86.53521,0,Primary Health Centre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
85322,LINEPADA,762027,20.35844,84.36403,0,Primary Health Centre,Odisha,Kandhamal,Chakapada ,
85366,Badbahal,768106,21.03041,84.35102,0,SubCentre,Odisha,Sambalpur,Rairakhol P.S.,
85419,SC Kosalkonda,764047,18.09,81.82,0,SubCentre,Odisha,Malkangiri  ,Kalimela ,
85421,Gonasika SC,758072,21.53831,85.50061,0,SubCentre,Odisha,Kendujhar,Nayakote P.S.,
85433,Baribeda,770035,22.38545,85.03344,0,SubCentre,Odisha,Sundargarh,Hatibari P.S.,
85436,Kutunia,770017,22.1736,84.53752,0,SubCentre,Odisha,Sundargarh,Rajagangapur P.S.,
85439,Balanda,770031,22.19904,84.74831,0,SubCentre,Odisha,Sundargarh,Lathikata P.S.,
85440,Sathila,754029,20.53491,85.6177,0,SubCentre,Odisha,Cuttack,Athagad  ,
85458,SUNAKHALA SC,761005,19.06982,84.54265,0,SubCentre,Odisha,Ganjam,JARADA ,
85461,BOINDA,759127,20.91181,84.73514,0,Primary Health Centre,Odisha,Anugul  ,Handapa ,
85464,Punjiama,752031,19.760948,85.13164,0,SubCentre,Odisha,Khordha ,Banapur ,
85516,Balisankara,770015,22.34844,84.03828,0,SubCentre,Odisha,Sundargarh,Kinjirkela P.S.,
85526,SC-Bhatapur,765019,19.38546,83.44402,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
85528,SC-Patraguda,765020,19.70911,83.44049,0,SubCentre,Odisha,Rayagada  ,Muniguda ,
85540,BADJAMBILLA  SC,757033,22.10766,86.26795,0,SubCentre,Odisha,Mayurbhanj,Bisoi P.S.,
85554,RADHO,757101,21.53357,86.61103,0,Primary Health Centre,Odisha,Mayurbhanj,Udala P.S.,
85560,Tabla,768200,21.52446,84.07262,0,SubCentre,Odisha,Sambalpur,Dhama P.S.,
85578,DEOGAON SC,768028,21.36066,83.58235,0,SubCentre,Odisha,Bargarh,Bargarh,
85583,Sahapur SC,756130,20.97597,86.73242,0,SubCentre,Odisha,Bhadrak,Tihidi P.S.,
85621,Binjabahal SC,758084,21.4395,85.29074,0,SubCentre,Odisha,Kendujhar,Telkoi P.S.,
85622,Badbahal,768227,21.85008,84.35988,0,SubCentre,Odisha,Sambalpur,Kochinda P.S.,
85696,BSPatna SC,754225,20.61949,86.72519,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
85714,Titisingh SC,761214,19.0428,84.09438,0,SubCentre,Odisha,Gajapati,Serango,
85736,P.M.PANI SC,757043,22.43929,86.15312,0,SubCentre,Odisha,Mayurbhanj,Bahalda P.S.,
85764,Minia,762029,20.36426,84.22952,0,SubCentre,Odisha,Kandhamal,Phulabani Town  ,
85797,Govindpur,768221,22.05189,84.27921,0,SubCentre,Odisha,Sambalpur,Govindpur P.S.,
85798,Narigaon SC,755013,20.77402,86.5147,0,SubCentre,Odisha,Jajapur  ,Mangalpur P.S. ,
85812,SC Pujariguda,764061,19.27675,82.37014,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
85816,Masabira,770012,22.20093,83.76783,0,SubCentre,Odisha,Sundargarh,Lephripara P.S.,
85818,Pamara,770016,22.25977,84.30827,0,SubCentre,Odisha,Sundargarh,Baragaon P.S.,
85820,Gojabandha,754224,20.3857,86.60121,0,SubCentre,Odisha,Kendrapara ,Mahakalapada ,
85831,BHOLAGODIA SC,757104,21.72997,86.57134,0,SubCentre,Odisha,Mayurbhanj,Khunta P.S.,
85877,Mahanga Main Sub-Centre,754206,20.55524,86.2024,0,SubCentre,Odisha,Cuttack,Mahanga ,
85878,PUNDIDA SC,757033,22.18247,86.42712,0,SubCentre,Odisha,Mayurbhanj,Bisoi P.S.,
85892,Kuruli,764039,18.43177,82.96535,0,SubCentre,Odisha,Koraput,Pottangi ,
85939,Falapur SC,756117,20.89076,86.50265,0,SubCentre,Odisha,Bhadrak,Dhamanagar P.S.,
86000,Kandarkela,770035,22.38123,84.87786,0,SubCentre,Odisha,Sundargarh,Hatibari P.S.,
86035,Rasalpur SC,756020,21.52864,86.82407,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
86036,Khandahata,754030,20.43016,85.56058,0,SubCentre,Odisha,Cuttack,Tigiria ,
86107,SC Sabalanga,754210,20.51145,86.27837,0,SubCentre,Odisha,Kendrapara ,Derabish ,
86127,Baruhan SC,755009,20.80758,86.26801,0,SubCentre,Odisha,Jajapur  ,Jajpur Sadar P.S. (P) (New),
86163,Jhariapali,770011,22.0892,83.89626,0,SubCentre,Odisha,Sundargarh,Tangarapali P.S.,
86164,SC-Murtuli,765019,19.38369,83.57962,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
86183,BANDHUGAON,764027,18.93736,83.24871,0,Community Health Center,Odisha,Koraput,Bandhugaon ,
86191,BANKISOLE SC,757107,21.99308,86.79893,0,SubCentre,Odisha,Mayurbhanj,\N,
86203,Poibadi SC,752091,20.27885,84.84706,0,SubCentre,Odisha,Nayagarh  ,Dasapalla  ,
86223,DEULA,764059,19.25091,82.4862,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
86227,SC BARAHMAL,767032,20.37689,83.30906,0,SubCentre,Odisha,Balangir,Saintala ,
86243,NUAGAN SC,757035,22.00906,85.73185,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
86245,Bhalupani,770036,21.73388,84.75923,0,SubCentre,Odisha,Sundargarh,Banei P.S.,
86322,JAMARDIHI SC,759119,21.49451,85.24722,0,SubCentre,Odisha,Anugul  ,Palalahada ,
86468,SC CHALKI,767037,20.4675,83.12462,0,SubCentre,Odisha,Balangir,Kantabanji ,
86482,KHAIRAMODA,754034,20.40384,85.3115,0,Primary Health Centre,Odisha,Cuttack,Badamba ,
86487,ACHULI SC,761018,19.50825,84.90729,0,SubCentre,Odisha,Ganjam,PURUSOTTAMPUR,
86509,SC-Dunduli,765017,19.3047,83.38467,0,SubCentre,Odisha,Rayagada  ,Seskhal ,
86581,SC Demadhei,764075,19.32219,82.34942,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
86583,Durgadevi SC,756020,21.60388,86.81156,0,SubCentre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
86588,Gigina SC,766101,20.17368,83.36661,0,SubCentre,Odisha,Kalahandi,Narala ,
86615,CHITRADA,757018,21.84472,86.94968,0,Primary Health Centre,Odisha,Mayurbhanj,Muruda P.S.,
86623,Bhanpur SC,766100,20.13194,83.40202,0,SubCentre,Odisha,Kalahandi,Narala ,
86685,Banigochha PHC,752089,20.39622,84.58573,0,Primary Health Centre,Odisha,Nayagarh  ,Banigochha ,
86693,Kaliaduma SC,758033,21.32191,85.78606,0,SubCentre,Odisha,Kendujhar,Harichandanpur P.S.,
86709,GANGAPUR SC,761013,19.44473,84.57084,0,SubCentre,Odisha,Ganjam,HINJILI ,
86737,Bahadalapur SC,755009,20.84233,86.20808,0,SubCentre,Odisha,Jajapur  ,Kuakhia P.S.  (New),
86761,Unchabali SC,755026,21.14751,86.06317,0,SubCentre,Odisha,Jajapur  ,Kalinganagar P.S. (P),
86785,SC Taralakota,,0,0,0,SubCentre,Odisha,Malkangiri  ,Malkangiri ,
86805,PURUNAMANTRI SC,759125,20.75041,84.48183,0,SubCentre,Odisha,Anugul  ,Athmallik ,
86812,Chudangapur SC,761017,19.35891,84.14644,0,SubCentre,Odisha,Gajapati,Mohana,
86859,Gochhapada,762002,20.47123,84.00608,0,SubCentre,Odisha,Kandhamal,Phiringia  ,
86868,SC Gadabisunpur,754110,20.14167,86.42724,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
86875,Malikpada MCH,762100,20.1094,84.3897,0,SubCentre,Odisha,Kandhamal,G.Udayagiri ,
86878,SINGADA,757039,21.74196,86.02812,0,Primary Health Centre,Odisha,Mayurbhanj,Karanjia P.S.,
86936,Kalenbahal,770036,22.31027,85.0445,0,SubCentre,Odisha,Sundargarh,Raurkela (M) P.S.,
86962,Baruan SC,759024,20.94364,85.76663,0,SubCentre,Odisha,Dhenkanal,Bhuban ,
87000,Chhatrapur SC,766020,19.72576,83.40867,0,SubCentre,Odisha,Kalahandi,Lanjigarh  ,
87016,Surapratapapur SC,759024,20.9014,85.74257,0,SubCentre,Odisha,Dhenkanal,Bhuban ,
87069,KANDIAHAT,754220,20.72057,86.56473,0,Primary Health Centre,Odisha,Kendrapara ,Rajkanika ,
87111,Dhansuli SC,766018,19.39716,82.78717,0,SubCentre,Odisha,Kalahandi,Jayapatna ,
87167,Ranichheli SC,752077,20.29999,85.21451,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
87179,Kachapara- II,764074,19.80672,82.05934,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
87188,SC Badakuna,764075,19.23027,82.3341,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
87222,SC TANWAT,766105,20.75505,82.5418,0,SubCentre,Odisha,Nuapada  ,Nuapada,
87242,SC SIKAPATRAPALI,767032,20.41213,83.32087,0,SubCentre,Odisha,Balangir,Saintala ,
87250,Bakuli,764086,18.17,81.8,0,SubCentre,Odisha,Malkangiri  ,Paparmetla ,
87261,Mathapada,764043,18.78849,82.31324,0,SubCentre,Odisha,Koraput,Boipariguda ,
87274,HARIDAPADARA SC,761111,19.57341,84.7198,0,SubCentre,Odisha,Ganjam,ASIKA ,
87314,KHUNTUNI,754029,20.5625,85.73096,0,Primary Health Centre,Odisha,Cuttack,Athagad  ,
87319,ANLAJODI SC,757043,22.3311,86.20554,0,SubCentre,Odisha,Mayurbhanj,Bahalda P.S.,
87329,Gumura SC,758031,21.9521,85.57354,0,SubCentre,Odisha,Kendujhar,Jhumpura P.S.(P) (New),
87333,Jhagia,754034,20.39083,85.30632,0,SubCentre,Odisha,Cuttack,Badamba ,
87362,Uttarprattap SC,755008,20.76449,86.19968,0,SubCentre,Odisha,Jajapur  ,Dharmasala P.S. (P),
87384,SUJANPUR,755005,20.77545,86.30157,0,Primary Health Centre,Odisha,Jajapur  ,Jajpur Sadar P.S. (P) (New),
87401,ANANTEI SC,760002,19.3229,84.72206,0,SubCentre,Odisha,Ganjam,BRAHMAPUR SADAR ,
87436,SC-Dahani,765026,19.4146,83.70229,0,SubCentre,Odisha,Rayagada  ,Gudari ,
87514,Naraganga,754008,20.30783,85.50205,0,SubCentre,Odisha,Cuttack,Banki  ,
87546,Odngai,764074,19.86872,81.97882,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
87549,SATHILO,757100,21.7441,86.85624,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
87594,SIDHESWAR,761054,19.38459,84.64618,0,Primary Health Centre,Odisha,Ganjam,DIGAPAHANDI ,
87652,NATADA SC,759130,20.93181,85.06563,0,SubCentre,Odisha,Anugul  ,Jarapada ,
87691,DHH ANGUL,759122,20.81951,85.09825,0,District Hospital,Odisha,Anugul  ,Anugul ,
87702,BRAHAMANPAD,762028,20.31054,84.47914,0,Community Health Center,Odisha,Kandhamal,Chakapada ,
87719,Nuagada SC,761214,19.10288,84.05079,0,SubCentre,Odisha,Gajapati,Serango,
87734,SULIAPADA,757022,22.02492,86.94479,0,Primary Health Centre,Odisha,Mayurbhanj,Suliapada P.S.,
87736,Gamu SC,755005,20.62111,86.38759,0,SubCentre,Odisha,Jajapur  ,Bari - Ramachandrapur P.S.(New),
87790,Talasingh SC,761215,18.85359,84.30311,0,SubCentre,Odisha,Gajapati,Parlakhemundi,
87817,Antarada SC,761214,19.05236,84.21823,0,SubCentre,Odisha,Gajapati,Serango,
87821,Nandabar SC,758043,21.04003,86.04397,0,SubCentre,Odisha,Kendujhar,Ghasipura P.S.,
87878,KENDRAI SC,757050,22.18262,86.14255,0,SubCentre,Odisha,Mayurbhanj,Badampahar P.S.,
87904,Siangbali,762104,19.89565,84.1895,0,SubCentre,Odisha,Kandhamal,Daringbadi,
87991,Banahara,754202,20.49866,86.12907,0,SubCentre,Odisha,Cuttack,Jagatpur  ,
88039,PAKTIA  SC,757093,22.31337,86.47576,0,SubCentre,Odisha,Mayurbhanj,Jharpokharia P.S.,
88046,SC BADI,766107,20.31269,82.78882,0,SubCentre,Odisha,Nuapada  ,Khariar ,
88069,SUBALAYA,767018,20.89655,84.16991,0,Primary Health Centre,Odisha,Sonapur  ,Biramaharajpur ,
88070,SC Ankariapadar,767002,20.76711,83.59497,0,SubCentre,Odisha,Balangir,Balangir ,
88155,GUNUPUR,,0,0,0,Sub-District Hospital,Odisha,Rayagada  ,Gunupur ,
88209,Oswasthapal SC,755026,21.12374,85.99624,0,SubCentre,Odisha,Jajapur  ,Kalinganagar P.S. (P),
88213,BHABANDHA SC,761003,19.41971,84.86093,0,SubCentre,Odisha,Ganjam,HINJILI ,
